"data_sheet","collection_date","site","habitat","experiment_date","collection_temp","exp_start","exp_end","ramp_start","water_bath","thermometer","exp_notes","tube","ctmax","order","genus","species","author","year","instar","sex","eggs","body_length_um","id_notes","low_lat","low_lat_elevation","high_lat","high_lat_elevation","lat_range","elev_range","mean_gs"
12,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"14:41",NA,23.8,2,2,"Thermocyclops",11,35.2,"Cyclopoid","Thermocyclops","oithonoides","(Sars G.O.)",1863,"CVI","female","absent",720,"Urosome was lost after the measuring.",33.1,2080,67,NA,33.9,NA,NA
12,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"14:41",NA,23.8,2,2,"Eudiaptomus",12,38.6,"Calanoid","Eudiaptomus","gracilis","(Sars G.O.)",1863,"CVI","female","present",1302.2,"",NA,NA,NA,NA,NA,NA,4.4749244646
13,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"13:40",NA,23.3,4,3,"Eucyclops",1,37.3,"Cyclopoid","Eucyclops","speratus","(Lilljeborg)",1901,"CVI","female","present",1230,"",36.6,NA,70.6,256,34,NA,NA
13,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"13:40",NA,23.3,4,3,"Macrocyclops",2,35.9,"Cyclopoid","Macrocyclops","albidus","(Jurine)",1820,"CVI","female","present",1750,"",0,1523,72.4,12,72.4,1511,NA
13,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"13:40",NA,23.3,4,3,"Ergasilid",3,33.1,"Cyclopoid","ergasilid","sp.",NA,NA,"CV","male","absent",950,"Maxillipeds are present (absent in female in the Ergasilidae)",NA,NA,NA,NA,NA,NA,NA
13,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"13:40",NA,23.3,4,3,"Macrocyclops",4,36.6,"Cyclopoid","Macrocyclops","albidus","(Jurine)",1820,"CVI","female","present",1740,"",0,1523,72.4,12,72.4,1511,NA
13,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"13:40",NA,23.3,4,3,"Eucyclops",6,37.2,"Cyclopoid","Eucyclops","speratus","(Lilljeborg)",1901,"CVI","female","present",1330,"",36.6,NA,70.6,256,34,NA,NA
13,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"13:40",NA,23.3,4,3,"Macrocyclops",7,36.4,"Cyclopoid","Macrocyclops","albidus","(Jurine)",1820,"CVI","female","present",1560,"",0,1523,72.4,12,72.4,1511,NA
13,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"13:40",NA,23.3,4,3,"Diaptomid",8,36.3,"Calanoid","Eudiaptomus","graciloides","(Lilljeborg)",1888,"CVI","female","present",1260.9,"",NA,NA,NA,NA,NA,NA,3.54719687718
13,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"13:40",NA,23.3,4,3,"Diaptomid",9,34.4,"Calanoid","Eudiaptomus","graciloides","(Lilljeborg)",1888,"CVI","female","present",1207.6,"",NA,NA,NA,NA,NA,NA,3.54719687718
13,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"13:40",NA,23.3,4,3,"Macrocyclops",10,37.1,"Cyclopoid","Macrocyclops","albidus","(Jurine)",1820,"CVI","female","present",1610,"",0,1523,72.4,12,72.4,1511,NA
13,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"13:40",NA,23.3,4,3,"Macrocyclops",11,36.5,"Cyclopoid","Macrocyclops","albidus","(Jurine)",1820,"CVI","female","present",1750,"",0,1523,72.4,12,72.4,1511,NA
13,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"13:40",NA,23.3,4,3,"Diaptomid",12,36.5,"Calanoid","Eudiaptomus","gracilis","(Sars G.O.)",1863,"CVI","female","present",1249,"",NA,NA,NA,NA,NA,NA,4.4749244646
14,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"16:05",NA,24,3,6,"Mesocyclops",1,36.9,"Cyclopoid","Mesocyclops","leuckarti","(Claus)",1857,"CVI","female","present",980,"",34.4,NA,72.4,10,38,NA,NA
14,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"16:05",NA,24,3,6,"Diaptomid",2,35.2,"Calanoid","Eudiaptomus","gracilis","(Sars G.O.)",1863,"CVI","female","absent",1256,"",NA,NA,NA,NA,NA,NA,4.4749244646
14,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"16:05",NA,24,3,6,"Mesocyclops",3,37.6,"Cyclopoid","Mesocyclops","leuckarti","(Claus)",1857,"CVI","female","present",930,"Few eggs",34.4,NA,72.4,10,38,NA,NA
14,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"16:05",NA,24,3,6,"Diaptomid",5,35.3,"Calanoid","Eudiaptomus","gracilis","(Sars G.O.)",1863,"CVI","female","present",1306,"",NA,NA,NA,NA,NA,NA,4.4749244646
14,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"16:05",NA,24,3,6,"Mesocyclops",6,36.7,"Cyclopoid","Mesocyclops","leuckarti","(Claus)",1857,"CVI","female","absent",945,"",34.4,NA,72.4,10,38,NA,NA
14,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"16:05",NA,24,3,6,"Thermocyclops (not oithonoides)",7,35.1,"Cyclopoid","Thermocyclops","oithonoides","(Sars G.O.)",1863,"CVI","female","present",705,"",33.1,2080,67,NA,33.9,NA,NA
14,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"16:05",NA,24,3,6,"Thermocyclops (not oithonoides)",8,34.1,"Cyclopoid","Thermocyclops","oithonoides","(Sars G.O.)",1863,"CVI","female","present",665,"Few eggs",33.1,2080,67,NA,33.9,NA,NA
14,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"16:05",NA,24,3,6,"Diaptomid",9,36.3,"Calanoid","Eudiaptomus","graciloides","(Lilljeborg)",1888,"CVI","female","present",1218.3,"",NA,NA,NA,NA,NA,NA,3.54719687718
14,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"16:05",NA,24,3,6,"Thermocyclops (not oithonoides)",10,34.4,"Cyclopoid","Thermocyclops","oithonoides","(Sars G.O.)",1863,"CVI","female","absent",715,"",33.1,2080,67,NA,33.9,NA,NA
14,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"16:05",NA,24,3,6,"Mesocyclops",11,36.7,"Cyclopoid","Mesocyclops","leuckarti","(Claus)",1857,"CVI","female","present",980,"",34.4,NA,72.4,10,38,NA,NA
14,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"16:05",NA,24,3,6,"Diaptomid",12,37.1,"Calanoid","Eudiaptomus","graciloides","(Lilljeborg)",1888,"CVI","female","present",1218,"",NA,NA,NA,NA,NA,NA,3.54719687718
16,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"18:30",NA,23.1,3,6,"Cyclopoid",1,37.2,"Cyclopoid","Mesocyclops","leuckarti","(Claus)",1857,"CVI","female","absent",885,"",34.4,NA,72.4,10,38,NA,NA
16,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"18:30",NA,23.1,3,6,"Diaptomid",2,35.4,"Calanoid","Eudiaptomus","graciloides","(Lilljeborg)",1888,"CVI","female","present",1287,"",NA,NA,NA,NA,NA,NA,3.54719687718
16,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"18:30",NA,23.1,3,6,"Diaptomid",3,36.5,"Calanoid","","sp.",NA,NA,"","","absent",NA,"lack of specimen in the tube",NA,NA,NA,NA,NA,NA,NA
16,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"18:30",NA,23.1,3,6,"Cyclopoid",4,36.3,"Cyclopoid","Mesocyclops","leuckarti","(Claus)",1857,"CVI","female","present",910,"",34.4,NA,72.4,10,38,NA,NA
16,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"18:30",NA,23.1,3,6,"Diaptomid",5,35.9,"Calanoid","Eudiaptomus","graciloides","(Lilljeborg)",1888,"CVI","female","present",1232.4,"",NA,NA,NA,NA,NA,NA,3.54719687718
16,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"18:30",NA,23.1,3,6,"Diaptomid",7,35.2,"Calanoid","Eudiaptomus","graciloides","(Lilljeborg)",1888,"CVI","female","absent",1294.1,"",NA,NA,NA,NA,NA,NA,3.54719687718
16,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"18:30",NA,23.1,3,6,"Cyclopoid",8,36.9,"Cyclopoid","Mesocyclops","leuckarti","(Claus)",1857,"CVI","female","absent",940,"",34.4,NA,72.4,10,38,NA,NA
16,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"18:30",NA,23.1,3,6,"Diaptomid",9,36.7,"Calanoid","Eudiaptomus","graciloides","(Lilljeborg)",1888,"CVI","female","present",1051.7,"",NA,NA,NA,NA,NA,NA,3.54719687718
16,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"18:30",NA,23.1,3,6,"Cyclopoid",10,37.4,"Cyclopoid","Mesocyclops","leuckarti","(Claus)",1857,"CVI","female","present",905,"",34.4,NA,72.4,10,38,NA,NA
16,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"18:30",NA,23.1,3,6,"Diaptomid",11,35.1,"Calanoid","Eudiaptomus","graciloides","(Lilljeborg)",1888,"CVI","female","absent",1192,"",NA,NA,NA,NA,NA,NA,3.54719687718
16,"2025-07-25","Glebokie","surface","2025-07-25",23.09,"18:30",NA,23.1,3,6,"Cyclopoid",12,38.3,"Cyclopoid","Thermocyclops","crassus","(Fischer)",1853,"CVI","female","absent",955,"",0.3,458,71.6,26,71.3,432,NA
15,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"17:51",NA,23.9,4,3,"Macrocyclops albidus",1,37,"Cyclopoid","Macrocyclops","albidus","(Jurine)",1820,"CVI","female","present",1690,"",0,1523,72.4,12,72.4,1511,NA
15,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"17:51",NA,23.9,4,3,"Eucyclops",2,36.8,"Cyclopoid","Eucyclops","speratus","(Lilljeborg)",1901,"CVI","female","present",1340,"",36.6,NA,70.6,256,34,NA,NA
15,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"17:51",NA,23.9,4,3,"Eucyclops",3,36.9,"Cyclopoid","Eucyclops","speratus","(Lilljeborg)",1901,"CVI","female","present",1280,"",36.6,NA,70.6,256,34,NA,NA
15,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"17:51",NA,23.9,4,3,"Eucyclops",4,38.2,"Cyclopoid","Eucyclops","speratus","(Lilljeborg)",1901,"CVI","female","present",1325,"",36.6,NA,70.6,256,34,NA,NA
15,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"17:51",NA,23.9,4,3,"Diaptomid",5,36.5,"Calanoid","Eudiaptomus","graciloides","(Lilljeborg)",1888,"CVI","female","present",1348.4,"",NA,NA,NA,NA,NA,NA,3.54719687718
15,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"17:51",NA,23.9,4,3,"Diaptomid",6,37.3,"Calanoid","Eudiaptomus","graciloides","(Lilljeborg)",1888,"CVI","female","present",1359.5,"",NA,NA,NA,NA,NA,NA,3.54719687718
15,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"17:51",NA,23.9,4,3,"Diaptomid",7,34.1,"Calanoid","Eudiaptomus","graciloides","(Lilljeborg)",1888,"CVI","female","present",1189.64,"",NA,NA,NA,NA,NA,NA,3.54719687718
15,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"17:51",NA,23.9,4,3,"Thermocyclops",8,39.2,"Cyclopoid","Thermocyclops","crassus","(Fischer)",1853,"CVI","female","present",955,"",0.3,458,71.6,26,71.3,432,NA
15,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"17:51",NA,23.9,4,3,"Thermocyclops",9,39.3,"Cyclopoid","Thermocyclops","crassus","(Fischer)",1853,"CVI","female","present",920,"",0.3,458,71.6,26,71.3,432,NA
15,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"17:51",NA,23.9,4,3,"Macrocyclops albidus",10,36.7,"Cyclopoid","Macrocyclops","albidus","(Jurine)",1820,"CVI","female","present",1700,"",0,1523,72.4,12,72.4,1511,NA
15,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"17:51",NA,23.9,4,3,"Mesocyclops",12,36.6,"Cyclopoid","Mesocyclops","leuckarti","(Claus)",1857,"CVI","female","present",935,"Few eggs",34.4,NA,72.4,10,38,NA,NA
17,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"19:19",NA,23.2,2,2,"Eucyclops",1,38.4,"Cyclopoid","Eucyclops","speratus","(Lilljeborg)",1901,"CVI","female","present",1290,"",36.6,NA,70.6,256,34,NA,NA
17,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"19:19",NA,23.2,2,2,"Eucyclops",2,39.1,"Cyclopoid","Eucyclops","speratus","(Lilljeborg)",1901,"CVI","female","present",1250,"One egg sac",36.6,NA,70.6,256,34,NA,NA
17,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"19:19",NA,23.2,2,2,"Eucyclops",3,37.4,"Cyclopoid","Eucyclops","speratus","(Lilljeborg)",1901,"CVI","female","present",1330,"",36.6,NA,70.6,256,34,NA,NA
17,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"19:19",NA,23.2,2,2,"Diaptomid",4,37.4,"Calanoid","Eudiaptomus","gracilis","(Sars G.O.)",1863,"CVI","female","present",1303.8,"",NA,NA,NA,NA,NA,NA,4.4749244646
17,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"19:19",NA,23.2,2,2,"Mega",5,36.9,"Cyclopoid","Megacyclops","viridis","(Jurine)",1820,"CVI","female","present",1835,"One egg sac",33.4,1864,72.4,12,39,1852,NA
17,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"19:19",NA,23.2,2,2,"Diaptomid",6,32,"Calanoid","Eudiaptomus","gracilis","(Sars G.O.)",1863,"CVI","female","present",1260.3,"",NA,NA,NA,NA,NA,NA,4.4749244646
17,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"19:19",NA,23.2,2,2,"Diaptomid",7,37.6,"Calanoid","Eudiaptomus","graciloides","(Lilljeborg)",1888,"CVI","female","present",1240,"",NA,NA,NA,NA,NA,NA,3.54719687718
17,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"19:19",NA,23.2,2,2,"Macro littor",9,36.2,"Cyclopoid","Macrocyclops","albidus","(Jurine)",1820,"CVI","female","present",1630,"",0,1523,72.4,12,72.4,1511,NA
17,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"19:19",NA,23.2,2,2,"Macro littor",10,36.8,"Cyclopoid","Macrocyclops","albidus","(Jurine)",1820,"CVI","female","present",1765,"",0,1523,72.4,12,72.4,1511,NA
17,"2025-07-25","Glebokie","littoral","2025-07-25",23.09,"19:19",NA,23.2,2,2,"Macro littor",11,37.6,"Cyclopoid","Macrocyclops","albidus","(Jurine)",1820,"CVI","female","present",1790,"",0,1523,72.4,12,72.4,1511,NA
18,"2025-07-26","Odra","surface","2025-07-26",22.4,"11:30",NA,21.3,3,6,"Diaptomid",2,33.9,"Calanoid","Eudiaptomus","gracilis","(Sars G.O.)",1863,"CVI","female","absent",1277,"",NA,NA,NA,NA,NA,NA,4.4749244646
18,"2025-07-26","Odra","surface","2025-07-26",22.4,"11:30",NA,21.3,3,6,"Cyclopoid",3,35.1,"Cyclopoid","Acanthocyclops","trajani","Mirabdullayev & Defaye",2002,"CVI","female","absent",1300,"with spermatophores",19.5,2601,62,146,42.5,2455,NA
18,"2025-07-26","Odra","surface","2025-07-26",22.4,"11:30",NA,21.3,3,6,"Acanthocyclops",4,39.6,"Cyclopoid","Acanthocyclops","trajani","Mirabdullayev & Defaye",2002,"CVI","female","absent",1455,"",19.5,2601,62,146,42.5,2455,NA
18,"2025-07-26","Odra","surface","2025-07-26",22.4,"11:30",NA,21.3,3,6,"Diaptomid",5,36.1,"Calanoid","Eudiaptomus","gracilis","(Sars G.O.)",1863,"CVI","female","absent",1205,"",NA,NA,NA,NA,NA,NA,4.4749244646
18,"2025-07-26","Odra","surface","2025-07-26",22.4,"11:30",NA,21.3,3,6,"Mesocyclops",6,37.3,"Cyclopoid","Mesocyclops","leuckarti","(Claus)",1857,"CVI","female","present",930,"",34.4,NA,72.4,10,38,NA,NA
18,"2025-07-26","Odra","surface","2025-07-26",22.4,"11:30",NA,21.3,3,6,"Cyclopoid",7,37.5,"Cyclopoid","Mesocyclops","leuckarti","(Claus)",1857,"CVI","female","present",1105,"single egg!",34.4,NA,72.4,10,38,NA,NA
18,"2025-07-26","Odra","surface","2025-07-26",22.4,"11:30",NA,21.3,3,6,"Eurytemora",8,33.6,"Calanoid","Eurytemora","velox","(Lilljeborg)",1853,"CVI","female","present",1606,"",NA,NA,NA,NA,NA,NA,2.13033876045385
18,"2025-07-26","Odra","surface","2025-07-26",22.4,"11:30",NA,21.3,3,6,"Cyclopoid",9,37.9,"Cyclopoid","Mesocyclops","leuckarti","(Claus)",1857,"CVI","female","present",1140,"few eggs",34.4,NA,72.4,10,38,NA,NA
18,"2025-07-26","Odra","surface","2025-07-26",22.4,"11:30",NA,21.3,3,6,"Eurytemora",10,33.6,"Calanoid","Eurytemora","velox","(Lilljeborg)",1853,"CVI","female","present",1562,"",NA,NA,NA,NA,NA,NA,2.13033876045385
18,"2025-07-26","Odra","surface","2025-07-26",22.4,"11:30",NA,21.3,3,6,"Eurytemora",11,33.7,"Calanoid","Eurytemora","velox","(Lilljeborg)",1853,"CVI","female","present",1493,"",NA,NA,NA,NA,NA,NA,2.13033876045385
18,"2025-07-26","Odra","surface","2025-07-26",22.4,"11:30",NA,21.3,3,6,"Acanthocyclops",12,38.7,"Cyclopoid","Acanthocyclops","trajani","Mirabdullayev & Defaye",2002,"CVI","female","absent",1310,"P4 with abnormal morphology; spermatophores present",19.5,2601,62,146,42.5,2455,NA
19,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:55",NA,23.6,2,2,"Acanthocyclops",1,39.2,"Cyclopoid","Acanthocyclops","trajani","Mirabdullayev & Defaye",2002,"CVI","female","present",1325,"with two eggs only",19.5,2601,62,146,42.5,2455,NA
19,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:55",NA,23.6,2,2,"Eurytemora",2,35.5,"Calanoid","Eurytemora","carolleeae","Alekseev & Souissi",2011,"CVI","female","present",1377,"",NA,NA,NA,NA,NA,NA,0.960496340571429
19,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:55",NA,23.6,2,2,"Mesocyclops",3,37.4,"Cyclopoid","Mesocyclops","leuckarti","(Claus)",1857,"CVI","female","present",935,"",34.4,NA,72.4,10,38,NA,NA
19,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:55",NA,23.6,2,2,"Eurytemora",4,33.8,"Calanoid","Eurytemora","velox","(Lilljeborg)",1853,"CVI","female","present",1459,"",NA,NA,NA,NA,NA,NA,2.13033876045385
19,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:55",NA,23.6,2,2,"Mesocyclops",5,38.2,"Cyclopoid","Mesocyclops","leuckarti","(Claus)",1857,"CVI","female","present",1110,"",34.4,NA,72.4,10,38,NA,NA
19,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:55",NA,23.6,2,2,"Eurytemora",6,33.7,"Calanoid","Eurytemora","velox","(Lilljeborg)",1853,"CVI","female","present",1588,"",NA,NA,NA,NA,NA,NA,2.13033876045385
19,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:55",NA,23.6,2,2,"Thermocyclops",7,39.8,"Cyclopoid","Thermocyclops","crassus","(Fischer)",1853,"CVI","female","present",915,"",0.3,458,71.6,26,71.3,432,NA
19,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:55",NA,23.6,2,2,"Thermocyclops",9,34.6,"Cyclopoid","Thermocyclops","oithonoides","(Sars G.O.)",1863,"CVI","female","present",845,"the legs and body with epibiont protozoa",33.1,2080,67,NA,33.9,NA,NA
19,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:55",NA,23.6,2,2,"Thermocyclops",10,34.9,"Cyclopoid","Thermocyclops","oithonoides","(Sars G.O.)",1863,"CVI","female","present",810,"",33.1,2080,67,NA,33.9,NA,NA
19,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:55",NA,23.6,2,2,"Eurytemora",11,33.7,"Calanoid","Eurytemora","velox","(Lilljeborg)",1853,"CVI","female","present",1533,"",NA,NA,NA,NA,NA,NA,2.13033876045385
19,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:55",NA,23.6,2,2,"Acanthocyclops",12,40.2,"Cyclopoid","Acanthocyclops","trajani","Mirabdullayev & Defaye",2002,"CVI","female","present",1280,"",19.5,2601,62,146,42.5,2455,NA
20,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:30",NA,22.9,4,3,"Acanthocyclops",1,40,"Cyclopoid","Acanthocyclops","trajani","Mirabdullayev & Defaye",2002,"CVI","female","present",1325,"few eggs",19.5,2601,62,146,42.5,2455,NA
20,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:30",NA,22.9,4,3,"Diaptomid",2,34.3,"Calanoid","Eudiaptomus","gracilis","(Sars G.O.)",1863,"CVI","female","absent",1255,"",NA,NA,NA,NA,NA,NA,4.4749244646
20,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:30",NA,22.9,4,3,"Mesocyclops",3,37.8,"Cyclopoid","Mesocyclops","leuckarti","(Claus)",1857,"CVI","female","present",955,"",34.4,NA,72.4,10,38,NA,NA
20,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:30",NA,22.9,4,3,"Megacyclops",4,33.6,"Cyclopoid","Megacyclops","viridis","(Jurine)",1820,"CVI","female","present",1825,"",33.4,1864,72.4,12,39,1852,NA
20,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:30",NA,22.9,4,3,"Mesocyclops",5,37,"Cyclopoid","Mesocyclops","leuckarti","(Claus)",1857,"CVI","female","present",930,"",34.4,NA,72.4,10,38,NA,NA
20,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:30",NA,22.9,4,3,"Acanthocyclops",6,39.5,"Cyclopoid","Acanthocyclops","trajani","Mirabdullayev & Defaye",2002,"CVI","female","absent",1210,"",19.5,2601,62,146,42.5,2455,NA
20,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:30",NA,22.9,4,3,"Eurytemora",8,33.2,"Calanoid","Eurytemora","velox","(Lilljeborg)",1853,"CVI","female","present",1600,"",NA,NA,NA,NA,NA,NA,2.13033876045385
20,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:30",NA,22.9,4,3,"Acanthocyclops",9,39.3,"Cyclopoid","Acanthocyclops","trajani","Mirabdullayev & Defaye",2002,"CVI","female","present",1315,"",19.5,2601,62,146,42.5,2455,NA
20,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:30",NA,22.9,4,3,"Mesocyclops",10,36.1,"Cyclopoid","Mesocyclops","leuckarti","(Claus)",1857,"CVI","female","absent",1130,"",34.4,NA,72.4,10,38,NA,NA
20,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:30",NA,22.9,4,3,"Eurytemora",11,33.3,"Calanoid","Eurytemora","velox","(Lilljeborg)",1853,"CVI","female","present",1549,"",NA,NA,NA,NA,NA,NA,2.13033876045385
20,"2025-07-26","Odra","surface","2025-07-26",22.4,"12:30",NA,22.9,4,3,"Eurytemora",12,33.6,"Calanoid","Eurytemora","velox","(Lilljeborg)",1853,"CVI","female","absent",1664,"",NA,NA,NA,NA,NA,NA,2.13033876045385
21,"2025-07-26","Odra","surface","2025-07-26",22.4,"17:37",NA,22.9,2,2,"Eurytemora",1,33.8,"Calanoid","Eurytemora","velox","(Lilljeborg)",1853,"CVI","female","present",1560,"",NA,NA,NA,NA,NA,NA,2.13033876045385
21,"2025-07-26","Odra","surface","2025-07-26",22.4,"17:37",NA,22.9,2,2,"Acanthocyclops",2,39.1,"Cyclopoid","Acanthocyclops","trajani","Mirabdullayev & Defaye",2002,"CVI","female","present",1225,"",19.5,2601,62,146,42.5,2455,NA
21,"2025-07-26","Odra","surface","2025-07-26",22.4,"17:37",NA,22.9,2,2,"Thermocyclops",3,36.4,"Cyclopoid","Thermocyclops","oithonoides","(Sars G.O.)",1863,"CVI","female","present",790,"one egg sac (in the vial!) detached from the body during dissection",33.1,2080,67,NA,33.9,NA,NA
21,"2025-07-26","Odra","surface","2025-07-26",22.4,"17:37",NA,22.9,2,2,"Acanthocyclops",4,38.8,"Cyclopoid","Acanthocyclops","trajani","Mirabdullayev & Defaye",2002,"CVI","female","present",1390,"few eggs",19.5,2601,62,146,42.5,2455,NA
21,"2025-07-26","Odra","surface","2025-07-26",22.4,"17:37",NA,22.9,2,2,"Thermocyclops",5,36.4,"Cyclopoid","Thermocyclops","oithonoides","(Sars G.O.)",1863,"CVI","female","present",800,"",33.1,2080,67,NA,33.9,NA,NA
21,"2025-07-26","Odra","surface","2025-07-26",22.4,"17:37",NA,22.9,2,2,"Eurytemora",6,33.9,"Calanoid","Eurytemora","velox","(Lilljeborg)",1853,"CVI","female","present",1475,"",NA,NA,NA,NA,NA,NA,2.13033876045385
21,"2025-07-26","Odra","surface","2025-07-26",22.4,"17:37",NA,22.9,2,2,"Acanthocyclops",8,39.1,"Cyclopoid","Acanthocyclops","trajani","Mirabdullayev & Defaye",2002,"CVI","female","present",1285,"protozoan epibionts on the body in large numbers",19.5,2601,62,146,42.5,2455,NA
21,"2025-07-26","Odra","surface","2025-07-26",22.4,"17:37",NA,22.9,2,2,"Thermocyclops",9,37.3,"Cyclopoid","Thermocyclops","oithonoides","(Sars G.O.)",1863,"CVI","female","present",815,"",33.1,2080,67,NA,33.9,NA,NA
21,"2025-07-26","Odra","surface","2025-07-26",22.4,"17:37",NA,22.9,2,2,"Eudiaptomus",10,35.5,"Calanoid","Eudiaptomus","gracilis","(Sars G.O.)",1863,"CVI","female","absent",1293,"",NA,NA,NA,NA,NA,NA,4.4749244646
21,"2025-07-26","Odra","surface","2025-07-26",22.4,"17:37",NA,22.9,2,2,"Thermocyclops",11,37.5,"Cyclopoid","Thermocyclops","oithonoides","(Sars G.O.)",1863,"CVI","female","present",805,"",33.1,2080,67,NA,33.9,NA,NA
21,"2025-07-26","Odra","surface","2025-07-26",22.4,"17:37",NA,22.9,2,2,"Eurytemora",12,34.8,"Calanoid","Eurytemora","carolleeae","Alekseev & Souissi",2011,"CVI","female","present",1336,"",NA,NA,NA,NA,NA,NA,0.960496340571429
22,"2025-07-26","Odra","surface","2025-07-26",22.4,"17:37",NA,22.6,3,6,"Thermocyclops",1,37.5,"Cyclopoid","Mesocyclops","leuckarti","(Claus)",1857,"CVI","female","absent",1040,"",34.4,NA,72.4,10,38,NA,NA
22,"2025-07-26","Odra","surface","2025-07-26",22.4,"17:37",NA,22.6,3,6,"Acanthocyclops",2,39.8,"Cyclopoid","Acanthocyclops","trajani","Mirabdullayev & Defaye",2002,"CVI","female","present",1325,"",19.5,2601,62,146,42.5,2455,NA
22,"2025-07-26","Odra","surface","2025-07-26",22.4,"17:37",NA,22.6,3,6,"Eurytemora",3,32.8,"Calanoid","Eurytemora","velox","(Lilljeborg)",1853,"CVI","female","present",1745,"",NA,NA,NA,NA,NA,NA,2.13033876045385
22,"2025-07-26","Odra","surface","2025-07-26",22.4,"17:37",NA,22.6,3,6,"Diaptomid",4,35.5,"Calanoid","Eudiaptomus","gracilis","(Sars G.O.)",1863,"CVI","female","absent",1228,"",NA,NA,NA,NA,NA,NA,4.4749244646
22,"2025-07-26","Odra","surface","2025-07-26",22.4,"17:37",NA,22.6,3,6,"Thermocyclops",5,39.2,"Cyclopoid","Thermocyclops","crassus","(Fischer)",1853,"CVI","female","present",920,"",0.3,458,71.6,26,71.3,432,NA
